legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
724500CJ0L7HLNATB848;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;G.A. van der Horst Holding B.V.;ACTIVE;RA000463;20071075;Besloten Vennootschap;Voorstraat 28;;;;Fijnaart;4793EV;;NL;Voorstraat 28;;;;Fijnaart;4793EV;;NL;NL;;FULLY_CORROBORATED;RA000463;20071075;724500A93Z8V1MJK5349
724500UHV9FLK0UROM38;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;G. Koopal B.V.;ACTIVE;RA000463;24380489;Besloten Vennootschap;Ambachtsheerstraat 35;;;;Rotterdam;3077GJ;;NL;Ambachtsheerstraat 35;;;;Rotterdam;3077GJ;;NL;NL;;FULLY_CORROBORATED;RA000463;24380489;724500A93Z8V1MJK5349
724500V9OZE404SD0M65;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Fysiotherapie Neede;ACTIVE;RA000463;09217176;Eenmanszaak;Buizerdstraat 1b;;;;Neede;7161HZ;;NL;Buizerdstraat 1b;;;;Neede;7161HZ;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;09217176;724500A93Z8V1MJK5349
724500YH9HWDZJYULO31;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;L.A.D. Holding B.V.;ACTIVE;RA000463;27142559;Besloten Vennootschap;Cor van Osnabruggelaan 50;;;;Voorschoten;2251RG;;NL;Cor van Osnabruggelaan 50;;;;Voorschoten;2251RG;;NL;NL;;FULLY_CORROBORATED;RA000463;27142559;724500A93Z8V1MJK5349
724500D4OSTZVGKP8D86;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Freebeld Holding B.V.;ACTIVE;RA000463;06080450;Besloten Vennootschap;Houw 10;;;;Vriezenveen;7671NM;;NL;Houw 10;;;;Vriezenveen;7671NM;;NL;NL;;FULLY_CORROBORATED;RA000463;06080450;724500A93Z8V1MJK5349
72450047W027MBIWU187;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Fransus Holding B.V.;ACTIVE;RA000463;33153594;Besloten Vennootschap;Vondelstraat 11A;;;;Amsterdam;1054GC;;NL;Vondelstraat 11A;;;;Amsterdam;1054GC;;NL;NL;;FULLY_CORROBORATED;RA000463;33153594;724500A93Z8V1MJK5349
724500BPFLPXQSEMAO22;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Gevaerts Gegevens Beheer B.V.;ACTIVE;RA000463;24304989;Besloten Vennootschap;Herman Bielingplein 16;;;;Rotterdam;3059TV;;NL;Herman Bielingplein 16;;;;Rotterdam;3059TV;;NL;NL;;FULLY_CORROBORATED;RA000463;24304989;724500A93Z8V1MJK5349
724500JEQRMN6OS98052;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;First B.V.;ACTIVE;RA000463;17085829;Besloten Vennootschap;Bachlaan 30;;;;Helmond;5707RP;;NL;Bachlaan 30;;;;Helmond;5707RP;;NL;NL;;FULLY_CORROBORATED;RA000463;17085829;724500A93Z8V1MJK5349
7245007EWGWAICXQ2977;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Firma Han Overbeeke;ACTIVE;RA000463;22027512;Vennootschap Onder Firma;Ten Ankerweg 78;;;;Tholen;4691GX;;NL;Ten Ankerweg 78;;;;Tholen;4691GX;;NL;NL;;FULLY_CORROBORATED;RA000463;22027512;724500A93Z8V1MJK5349
724500BMZ4TJ6ETCOU25;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Gentium Nederland B.V.;ACTIVE;RA000463;27142861;Besloten Vennootschap;Loolaan 114;;;;Voorburg;2271TP;;NL;Loolaan 114;;;;Voorburg;2271TP;;NL;NL;;FULLY_CORROBORATED;RA000463;27142861;724500A93Z8V1MJK5349
724500TLIUK22VRWAN59;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;FGM van Laerhoven B.V.;ACTIVE;RA000463;51367866;Besloten Vennootschap;Iepenberg 25;;;;Roosendaal;4708JB;;NL;Iepenberg 25;;;;Roosendaal;4708JB;;NL;NL;;FULLY_CORROBORATED;RA000463;51367866;724500A93Z8V1MJK5349
7245000ZCYK5Z32E6617;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;GeDeJo Holding B.V.;ACTIVE;RA000463;34252359;Besloten Vennootschap;Burgemeester Verstegenstraat 90A;;;;Westzaan;1551TG;;NL;Burgemeester Verstegenstraat 90A;;;;Westzaan;1551TG;;NL;NL;;FULLY_CORROBORATED;RA000463;34252359;724500A93Z8V1MJK5349
724500DP33E6VIUKP690;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;F. Spiertz Stamrecht B.V.;ACTIVE;RA000463;58127879;Besloten Vennootschap;Proostdijstraat 6;;;;Weert;6004KT;;NL;Proostdijstraat 6;;;;Weert;6004KT;;NL;NL;;FULLY_CORROBORATED;RA000463;58127879;724500A93Z8V1MJK5349
724500MEZZ1U7DN8VL29;27-12-2022;ISSUED;27-12-2016;27-12-2023;;;;;IHC Finance 1290 B.V.;ACTIVE;RA000463;66423651;Besloten Vennootschap;Smitweg 6;;;;Kinderdijk;2961AW;;NL;Smitweg 6;;;;Kinderdijk;2961AW;;NL;NL;;FULLY_CORROBORATED;RA000463;66423651;724500A93Z8V1MJK5349
724500FYRS71A84G9L21;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Eyuboglu Holding B.V.;ACTIVE;RA000463;57081026;Besloten Vennootschap;Krugerlaan 17;;;;Baarn;3743CJ;;NL;Krugerlaan 17;;;;Baarn;3743CJ;;NL;NL;;FULLY_CORROBORATED;RA000463;57081026;724500A93Z8V1MJK5349
724500G1EL6ONQI5JL81;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Estu C.V.;ACTIVE;RA000463;64476731;Commanditaire Vennootschap;Zwanenoord 12;;;;Numansdorp;3281JJ;;NL;Zwanenoord 12;;;;Numansdorp;3281JJ;;NL;NL;;FULLY_CORROBORATED;RA000463;64476731;724500A93Z8V1MJK5349
724500ZS579R3AZHRN60;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Kooger B.V.;ACTIVE;RA000463;08079212;Besloten Vennootschap;Schaapskooiweg 9;;;;Hezingen;7662PP;;NL;Schaapskooiweg 9;;;;Hezingen;7662PP;;NL;NL;;FULLY_CORROBORATED;RA000463;08079212;724500A93Z8V1MJK5349
724500G9FLYMQDH7BK88;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;GANDA INVESTMENT B.V.;ACTIVE;RA000463;18084653;Besloten Vennootschap;Melickstraat 63;;;;Tilburg;5045KZ;;NL;Melickstraat 63;;;;Tilburg;5045KZ;;NL;NL;;FULLY_CORROBORATED;RA000463;18084653;724500A93Z8V1MJK5349
724500LWGV8H72VSAF09;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;G.P.J. van Haaster Holding B.V.;ACTIVE;RA000463;27133286;Besloten Vennootschap;Rijksstraatweg 361B;;;;Wassenaar;2245AB;;NL;Rijksstraatweg 361B;;;;Wassenaar;2245AB;;NL;NL;;FULLY_CORROBORATED;RA000463;27133286;724500A93Z8V1MJK5349
724500P26UDOP3XQOF47;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;G.J. van Heusden B.V.;ACTIVE;RA000463;09055798;Besloten Vennootschap;Utrechtseweg 131 2;;;;Arnhem;6812AA;;NL;Utrechtseweg 131 2;;;;Arnhem;6812AA;;NL;NL;;FULLY_CORROBORATED;RA000463;09055798;724500A93Z8V1MJK5349
724500FD13Z0BORVW268;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Kits Beheer B.V.;ACTIVE;RA000463;30137595;Besloten Vennootschap;Looydijk 69;;;;Tienhoven;3612BE;;NL;Looydijk 69;;;;Tienhoven;3612BE;;NL;NL;;FULLY_CORROBORATED;RA000463;30137595;724500A93Z8V1MJK5349
724500A2YKM8BPYWSC03;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jos Olijve B.V.;ACTIVE;RA000463;55715028;Besloten Vennootschap;Vogelenzang 3b;;;;Haaren;5076NV;;NL;Vogelenzang 3b;;;;Haaren;5076NV;;NL;NL;;FULLY_CORROBORATED;RA000463;55715028;724500A93Z8V1MJK5349
724500QXB490E4THHV32;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;KarJa Investment B.V.;ACTIVE;RA000463;32139650;Besloten Vennootschap;Op den Hul 17;;;;Heerde;8181WM;;NL;Op den Hul 17;;;;Heerde;8181WM;;NL;NL;;FULLY_CORROBORATED;RA000463;32139650;724500A93Z8V1MJK5349
724500IXX2FRMI1KJ780;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;KJS Holding B.V.;ACTIVE;RA000463;56923856;Besloten Vennootschap;Tureluur 1;;;;Zuid-Scharwoude;1722HG;;NL;Tureluur 1;;;;Zuid-Scharwoude;1722HG;;NL;NL;;FULLY_CORROBORATED;RA000463;56923856;724500A93Z8V1MJK5349
724500WYKM440M51QZ38;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;KEB Beheer B.V.;ACTIVE;RA000463;58020500;Besloten Vennootschap;Soestdijkseweg Zuid 41;;;;De Bilt;3732HD;;NL;Soestdijkseweg Zuid 41;;;;De Bilt;3732HD;;NL;NL;;FULLY_CORROBORATED;RA000463;58020500;724500A93Z8V1MJK5349
724500BIF9UYILW13X70;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;WMA Management Services B.V.;ACTIVE;RA000463;18063434;Besloten Vennootschap;Mostheuvelstraat 10;;;;Tilburg;5045DR;;NL;Mostheuvelstraat 10;;;;Tilburg;5045DR;;NL;NL;;FULLY_CORROBORATED;RA000463;18063434;724500A93Z8V1MJK5349
724500VG4DRQZZQX8878;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;K. Pars Holding B.V.;ACTIVE;RA000463;01096646;Besloten Vennootschap;Westerdijk 2;;;;Ryptsjerk;9256HV;;NL;Westerdijk 2;;;;Ryptsjerk;9256HV;;NL;NL;;FULLY_CORROBORATED;RA000463;01096646;724500A93Z8V1MJK5349
7245005D54COQ5H5T582;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Johan Burgers Beheer B.V.;ACTIVE;RA000463;56619774;Besloten Vennootschap;Kasteel Twikkelstraat 49;;;;Tilburg;5037HS;;NL;Kasteel Twikkelstraat 49;;;;Tilburg;5037HS;;NL;NL;;FULLY_CORROBORATED;RA000463;56619774;724500A93Z8V1MJK5349
724500SW6YE2EMJCHU29;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;E.J. Slöetjes Beheer B.V.;ACTIVE;RA000463;24393768;Besloten Vennootschap;Opperduit 136;;;;Lekkerkerk;2941AM;;NL;Opperduit 136;;;;Lekkerkerk;2941AM;;NL;NL;;FULLY_CORROBORATED;RA000463;24393768;724500A93Z8V1MJK5349
7245009M7JVKR85IQU81;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dünya Holding B.V.;ACTIVE;RA000463;27298751;Besloten Vennootschap;Terras van Sion 16;;;;Rijswijk;2286LX;;NL;Terras van Sion 16;;;;Rijswijk;2286LX;;NL;NL;;FULLY_CORROBORATED;RA000463;27298751;724500A93Z8V1MJK5349
724500T72DY3KFMUHG89;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dutch Silva Management Services B.V.;ACTIVE;RA000463;30196624;Besloten Vennootschap;Hofbergen 30;;;;Loenen aan de Vecht;3632WC;;NL;Hofbergen 30;;;;Loenen aan de Vecht;3632WC;;NL;NL;;FULLY_CORROBORATED;RA000463;30196624;724500A93Z8V1MJK5349
724500B29VF0AFUYIZ97;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Drs.J. Oosterhoff B.V.;ACTIVE;RA000463;30076637;Besloten Vennootschap;Binnenweg 12;;;;Maarssen;3604AC;;NL;Binnenweg 12;;;;Maarssen;3604AC;;NL;NL;;FULLY_CORROBORATED;RA000463;30076637;724500A93Z8V1MJK5349
724500RUBR5E75OB1997;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Joeps Beheer B.V.;ACTIVE;RA000463;34290784;Besloten Vennootschap;Willem de Grootstraat 13;;;;Wormer;1531JE;;NL;Willem de Grootstraat 13;;;;Wormer;1531JE;;NL;NL;;FULLY_CORROBORATED;RA000463;34290784;724500A93Z8V1MJK5349
724500EJYZD5FUZ3ZF96;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dr. Snuggles Beheer B.V.;ACTIVE;RA000463;09135995;Besloten Vennootschap;Lindeboomlaan 11;;;;Wolfheze;6874BN;;NL;Lindeboomlaan 11;;;;Wolfheze;6874BN;;NL;NL;;FULLY_CORROBORATED;RA000463;09135995;724500A93Z8V1MJK5349
724500YPQDPV4F8YZ179;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dr. A.H. Tan B.V.;ACTIVE;RA000463;27233102;Besloten Vennootschap;Freesiastraat 5;;;;Berkel en Rodenrijs;2651XL;;NL;Freesiastraat 5;;;;Berkel en Rodenrijs;2651XL;;NL;NL;;FULLY_CORROBORATED;RA000463;27233102;724500A93Z8V1MJK5349
724500Q89EBOVMBKRI02;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dolium B.V.;ACTIVE;RA000463;39096916;Besloten Vennootschap;Breckelenkampstraat 35;;;;Almere;1333SK;;NL;Breckelenkampstraat 35;;;;Almere;1333SK;;NL;NL;;FULLY_CORROBORATED;RA000463;39096916;724500A93Z8V1MJK5349
7245009NU5KL0NTCBX11;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Do Holding B.V.;ACTIVE;RA000463;30215662;Besloten Vennootschap;Burgemeester van der Voort van Zijplaan 61;;;;Utrecht;3571VT;;NL;Burgemeester van der Voort van Zijplaan 61;;;;Utrecht;3571VT;;NL;NL;;FULLY_CORROBORATED;RA000463;30215662;724500A93Z8V1MJK5349
724500W8I6IXKYQ50N88;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jege Holding B.V.;ACTIVE;RA000463;02035325;Besloten Vennootschap;Provincialeweg 10;;;;Opende;9865AH;;NL;Provincialeweg 10;;;;Opende;9865AH;;NL;NL;;FULLY_CORROBORATED;RA000463;02035325;724500A93Z8V1MJK5349
724500KK38UFS24JOG19;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Derkink Beheer B.V.;ACTIVE;RA000463;08113202;Besloten Vennootschap;Hans Vonkstraat 69;;;;Hengelo;7558BN;;NL;Hans Vonkstraat 69;;;;Hengelo;7558BN;;NL;NL;;FULLY_CORROBORATED;RA000463;08113202;724500A93Z8V1MJK5349
7245005BQHZQ7YA5GV20;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Deprisa B.V.;ACTIVE;RA000463;58776672;Besloten Vennootschap;Harzstraat 8;;;;Woerden;3446DL;;NL;Harzstraat 8;;;;Woerden;3446DL;;NL;NL;;FULLY_CORROBORATED;RA000463;58776672;724500A93Z8V1MJK5349
7245005GAMN7C6QWBK82;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Dekleetie B.V.;ACTIVE;RA000463;70246548;Besloten Vennootschap;Mauritsstraat 11;;;;Breda;4811EN;;NL;Mauritsstraat 11;;;;Breda;4811EN;;NL;NL;;FULLY_CORROBORATED;RA000463;70246548;724500A93Z8V1MJK5349
724500J6USIKISLX4B34;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Degros Holding B.V.;ACTIVE;RA000463;70317569;Besloten Vennootschap;Schiphol Boulevard 127;G4.02;;;Schiphol;1118BG;;NL;Schiphol Boulevard 127;G4.02;;;Schiphol;1118BG;;NL;NL;;FULLY_CORROBORATED;RA000463;70317569;724500A93Z8V1MJK5349
724500OT29B3U5DM5739;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jecomar Holding B.V.;ACTIVE;RA000463;34073914;Besloten Vennootschap;Wijnoldy Daniëlslaan 37;;;;Santpoort-Zuid;2082HB;;NL;Wijnoldy Daniëlslaan 37;;;;Santpoort-Zuid;2082HB;;NL;NL;;FULLY_CORROBORATED;RA000463;34073914;724500A93Z8V1MJK5349
724500KHLSZYD4EZ8I12;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Decision Company B.V.;ACTIVE;RA000463;34393453;Besloten Vennootschap;Europaplein 103;;;;Amsterdam;1079AW;;NL;Europaplein 103;;;;Amsterdam;1079AW;;NL;NL;;FULLY_CORROBORATED;RA000463;34393453;724500A93Z8V1MJK5349
7245004GNO01JCV5BL45;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Vliegher Holding B.V.;ACTIVE;RA000463;30115929;Besloten Vennootschap;IJsselsteinseweg 55;;;;Nieuwegein;3435PB;;NL;IJsselsteinseweg 55;;;;Nieuwegein;3435PB;;NL;NL;;FULLY_CORROBORATED;RA000463;30115929;724500A93Z8V1MJK5349
724500TKDQY9KCK2O407;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Japroni B.V.;ACTIVE;RA000463;05047244;Besloten Vennootschap;Stegerensallee 24;;;;Dedemsvaart;7701PL;;NL;Stegerensallee 24;;;;Dedemsvaart;7701PL;;NL;NL;;FULLY_CORROBORATED;RA000463;05047244;724500A93Z8V1MJK5349
724500X2XD39JKSFW513;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Janssen Transport en Expeditie Bulk B.V.;ACTIVE;RA000463;68892438;Besloten Vennootschap;van Schaeck Mathonsingel 4;;;;Nijmegen;6512AN;;NL;van Schaeck Mathonsingel 4;;;;Nijmegen;6512AN;;NL;NL;;FULLY_CORROBORATED;RA000463;68892438;724500A93Z8V1MJK5349
724500WVZD6HDG3FSR77;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Van Wijk Holding B.V.;ACTIVE;RA000463;27176993;Besloten Vennootschap;Bezuidenhoutseweg 57;;;;'s-Gravenhage;2594AC;;NL;Bezuidenhoutseweg 57;;;;'s-Gravenhage;2594AC;;NL;NL;;FULLY_CORROBORATED;RA000463;27176993;724500A93Z8V1MJK5349
7245005LR008G2A1P862;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jan van Kuik Holding B.V.;ACTIVE;RA000463;34148275;Besloten Vennootschap;Laan van Langerhuize 1;;;;Amstelveen;1186DS;;NL;Laan van Langerhuize 1;;;;Amstelveen;1186DS;;NL;NL;;FULLY_CORROBORATED;RA000463;34148275;724500A93Z8V1MJK5349
724500E3RPGRF6BEQJ39;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Jan Jong Alkmaar Beheer B.V.;ACTIVE;RA000463;37049970;Besloten Vennootschap;Simon Vestdijkstraat 9;;;;Alkmaar;1822JA;;NL;Simon Vestdijkstraat 9;;;;Alkmaar;1822JA;;NL;NL;;FULLY_CORROBORATED;RA000463;37049970;724500A93Z8V1MJK5349
724500AK3PHD0H97TM67;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Lachende Boeddha N.V.;ACTIVE;RA000463;59219149;Naamloze Vennootschap;Scheepstimmermanstraat 66;;;;Amsterdam;1019WZ;;NL;Scheepstimmermanstraat 66;;;;Amsterdam;1019WZ;;NL;NL;;FULLY_CORROBORATED;RA000463;59219149;724500A93Z8V1MJK5349
724500RPSPGKN3ZU5F24;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Kloet Beheer B.V.;ACTIVE;RA000463;30058847;Besloten Vennootschap;Otto Doornenbalweg 21;;;;Maartensdijk;3738CV;;NL;Otto Doornenbalweg 21;;;;Maartensdijk;3738CV;;NL;NL;;FULLY_CORROBORATED;RA000463;30058847;724500A93Z8V1MJK5349
724500V961LJ8UN56986;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.P.S.A. van Boxtel Beheer B.V.;ACTIVE;RA000463;11030165;Besloten Vennootschap;Meerenstraat 2;;;;Alem;5335LD;;NL;Meerenstraat 2;;;;Alem;5335LD;;NL;NL;;FULLY_CORROBORATED;RA000463;11030165;724500A93Z8V1MJK5349
7245004RPC0SF0F07898;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.M.G. Martougin B.V.;ACTIVE;RA000463;34302056;Besloten Vennootschap;Daniël Stalpertstraat 34A;;;;Amsterdam;1072XG;;NL;Daniël Stalpertstraat 34A;;;;Amsterdam;1072XG;;NL;NL;;FULLY_CORROBORATED;RA000463;34302056;724500A93Z8V1MJK5349
724500U78K1VLNZZRH65;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.L. Timmers Holding B.V.;ACTIVE;RA000463;32077139;Besloten Vennootschap;Hamburgweg 7;;;;Deventer;7418ES;;NL;Hamburgweg 7;;;;Deventer;7418ES;;NL;NL;;FULLY_CORROBORATED;RA000463;32077139;724500A93Z8V1MJK5349
724500BHB3MGRZI0WC89;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.L. Kamminga Beheer B.V.;ACTIVE;RA000463;34063673;Besloten Vennootschap;Gustav Mahlerlaan 965;;;;Amsterdam;1082MK;;NL;Gustav Mahlerlaan 965;;;;Amsterdam;1082MK;;NL;NL;;FULLY_CORROBORATED;RA000463;34063673;724500A93Z8V1MJK5349
72450081ZY9IJ3SQ2J94;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.J. Hoevenaars Holding B.V.;ACTIVE;RA000463;54123348;Besloten Vennootschap;Klaproosstraat 14;;;;Berkel-Enschot;5055SM;;NL;Klaproosstraat 14;;;;Berkel-Enschot;5055SM;;NL;NL;;FULLY_CORROBORATED;RA000463;54123348;724500A93Z8V1MJK5349
724500OQHE8BHSE9FN60;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Kleijn Niftrik Holding B.V.;ACTIVE;RA000463;10042499;Besloten Vennootschap;Kraaijenberg 9004;;;;Wijchen;6601PR;;NL;Kraaijenberg 9004;;;;Wijchen;6601PR;;NL;NL;;FULLY_CORROBORATED;RA000463;10042499;724500A93Z8V1MJK5349
724500XA5QMWRWJS1833;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Jong Vught Holding B.V.;ACTIVE;RA000463;16055696;Besloten Vennootschap;Esscheweg 99;;;;Vught;5262TV;;NL;Esscheweg 99;;;;Vught;5262TV;;NL;NL;;FULLY_CORROBORATED;RA000463;16055696;724500A93Z8V1MJK5349
724500630AVLXNSOEP60;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Baijs Holding B.V.;ACTIVE;RA000463;34275578;Besloten Vennootschap;Verlengde Horstlaan 2;;;;Driebergen-Rijsenburg;3971MP;;NL;Verlengde Horstlaan 2;;;;Driebergen-Rijsenburg;3971MP;;NL;NL;;FULLY_CORROBORATED;RA000463;34275578;724500A93Z8V1MJK5349
724500C3BB082O5EIN33;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Gastvrijheid B.V.;ACTIVE;RA000463;37126824;Besloten Vennootschap;Hunzebos 55;;;;Purmerend;1447TW;;NL;Hunzebos 55;;;;Purmerend;1447TW;;NL;NL;;FULLY_CORROBORATED;RA000463;37126824;724500A93Z8V1MJK5349
724500HU3LXDPKOAWX75;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.A. Nobel Beheer B.V.;ACTIVE;RA000463;24237240;Besloten Vennootschap;Koninginneweg 93;;;;Oud-Beijerland;3261CB;;NL;Koninginneweg 93;;;;Oud-Beijerland;3261CB;;NL;NL;;FULLY_CORROBORATED;RA000463;24237240;724500A93Z8V1MJK5349
724500UTF4CJY3Q7CH14;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Archimedes Holding B.V.;ACTIVE;RA000463;34166437;Besloten Vennootschap;Laan van Langerhuize 1;;;;Amstelveen;1186DS;;NL;Laan van Langerhuize 1;;;;Amstelveen;1186DS;;NL;NL;;FULLY_CORROBORATED;RA000463;34166437;724500A93Z8V1MJK5349
724500VOIO0JV836O859;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J.A. Janssen Holding B.V.;ACTIVE;RA000463;12043120;Besloten Vennootschap;Zandberg 16;;;;Maasbree;5993AA;;NL;Zandberg 16;;;;Maasbree;5993AA;;NL;NL;;FULLY_CORROBORATED;RA000463;12043120;724500A93Z8V1MJK5349
724500NM6WGX4IZM1213;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Danel Holding B.V.;ACTIVE;RA000463;53316576;Besloten Vennootschap;Weerselosestraat 91;;;;Oldenzaal;7577PN;;NL;Weerselosestraat 91;;;;Oldenzaal;7577PN;;NL;NL;;FULLY_CORROBORATED;RA000463;53316576;724500A93Z8V1MJK5349
724500NLMWNLBBSC3F02;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;B.J.L. Kuijpers Beheer B.V.;ACTIVE;RA000463;66751144;Besloten Vennootschap;Noordersingel 37h;;;;Berkel en Rodenrijs;2651LR;;NL;Noordersingel 37h;;;;Berkel en Rodenrijs;2651LR;;NL;NL;;FULLY_CORROBORATED;RA000463;66751144;724500A93Z8V1MJK5349
724500A81CM5DPKJKT78;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J. Goedhart Beheer B.V.;ACTIVE;RA000463;35021980;Besloten Vennootschap;Gotlandpier 13;;;;Zaandam;1506BP;;NL;Gotlandpier 13;;;;Zaandam;1506BP;;NL;NL;;FULLY_CORROBORATED;RA000463;35021980;724500A93Z8V1MJK5349
724500E8GRCDJT4MY438;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;B.J. Akkers Beheer B.V.;ACTIVE;RA000463;34103075;Besloten Vennootschap;Lambrecht van Dalelaan 45;;;;Haarlem;2015ER;;NL;Lambrecht van Dalelaan 45;;;;Haarlem;2015ER;;NL;NL;;FULLY_CORROBORATED;RA000463;34103075;724500A93Z8V1MJK5349
724500QXG0CJIX4ANJ52;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;DE Boekhouder Dijkshoorn-Ebbers;ACTIVE;RA000463;66174384;Vennootschap Onder Firma;Moerbosch 8;;;;Apeldoorn;7323BZ;;NL;Moerbosch 8;;;;Apeldoorn;7323BZ;;NL;NL;;FULLY_CORROBORATED;RA000463;66174384;724500A93Z8V1MJK5349
72450066FT5GIMW37K03;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;B&R Beurs Dispuut Prometheus Investments;ACTIVE;RA000463;61638277;Vereniging;Burgemeester Oudlaan 50;Room NT-09;;;Rotterdam;3062PA;;NL;Burgemeester Oudlaan 50;Room NT-09;;;Rotterdam;3062PA;;NL;NL;;FULLY_CORROBORATED;RA000463;61638277;724500A93Z8V1MJK5349
724500S794FALRN04560;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Invirtute Invest B.V.;ACTIVE;RA000463;70249547;Besloten Vennootschap;Korenbloem 27;;;;Helden;5988MC;;NL;Korenbloem 27;;;;Helden;5988MC;;NL;NL;;FULLY_CORROBORATED;RA000463;70249547;724500A93Z8V1MJK5349
