legalEntityIdentifier;lastPublicUpdate;status;assignmentDate;renewalDate;expirationDate;expirationReason;successorLei;successorName;registeredName;legalEntityStatus;businessRegisterCode;businessRegistryIdentifier;legalForm;legalRegistrationAddress.firstAddressLine;legalRegistrationAddress.additionalAddressLine1;legalRegistrationAddress.additionalAddressLine2;legalRegistrationAddress.additionalAddressLine3;legalRegistrationAddress.city;legalRegistrationAddress.postalCode;legalRegistrationAddress.region;legalRegistrationAddress.country;headquartersAddress.firstAddressLine;headquartersAddress.additionalAddressLine1;headquartersAddress.additionalAddressLine2;headquartersAddress.additionalAddressLine3;headquartersAddress.city;headquartersAddress.postalCode;headquartersAddress.region;headquartersAddress.country;legalJurisdiction;entityCategory;validationSources;validationAuthorityID;validationAuthorityEntityID;managingLou
7245002T15PB0ROF2E48;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;FAWKNER B.V.;ACTIVE;RA000463;76571882;Besloten Vennootschap;Brilsteeg 2;;;;Holten;7451SR;;NL;Brilsteeg 2;;;;Holten;7451SR;;NL;NL;;FULLY_CORROBORATED;RA000463;76571882;724500A93Z8V1MJK5349
7245002IEWVG1RT8MN20;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Annemiral B.V.;ACTIVE;RA000463;76655946;Besloten Vennootschap;Anton Mauvelaan 1;;;;Blaricum;1261GW;;NL;Anton Mauvelaan 1;;;;Blaricum;1261GW;;NL;NL;;FULLY_CORROBORATED;RA000463;76655946;724500A93Z8V1MJK5349
724500SE69E8APOWBU21;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Tandartsenpraktijk W.A. Houtman B.V.;ACTIVE;RA000463;08124517;Besloten Vennootschap;Addinkhof 1;;;;Vorden;7251VE;;NL;Addinkhof 1;;;;Vorden;7251VE;;NL;NL;;FULLY_CORROBORATED;RA000463;08124517;724500A93Z8V1MJK5349
724500U2JVJTTM4MW451;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Duamelo B.V.;ACTIVE;RA000463;67208614;Besloten Vennootschap;Wipstrikkerallee 180;;;;Zwolle;8023DP;;NL;Wipstrikkerallee 180;;;;Zwolle;8023DP;;NL;NL;;FULLY_CORROBORATED;RA000463;67208614;724500A93Z8V1MJK5349
724500ALI00B78XRZ714;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;De Windkanter B.V.;ACTIVE;RA000463;76638170;Besloten Vennootschap;Bloemlandseweg 5;;;;Blaricum;1261BA;;NL;Bloemlandseweg 5;;;;Blaricum;1261BA;;NL;NL;;FULLY_CORROBORATED;RA000463;76638170;724500A93Z8V1MJK5349
724500AXXJHRT2NTF256;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Montraco Internationale Handelsonderneming;ACTIVE;RA000463;76361810;Eenmanszaak;Montjoiestraat 4;;;;Munstergeleen;6151JD;;NL;Montjoiestraat 4;;;;Munstergeleen;6151JD;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;76361810;724500A93Z8V1MJK5349
724500SSTCRMSZTX3Q15;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;JBBM B.V.;ACTIVE;RA000463;75215195;Besloten Vennootschap;De Nije Kamers 18;;;;St.-Annaparochie;9076JD;;NL;De Nije Kamers 18;;;;St.-Annaparochie;9076JD;;NL;NL;;FULLY_CORROBORATED;RA000463;75215195;724500A93Z8V1MJK5349
724500NO248FZ7CYYO76;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;A.P. Verloop Holding B.V.;ACTIVE;RA000463;28096429;Besloten Vennootschap;C. de Vosstraat 7;;;;Boskoop;2771HZ;;NL;C. de Vosstraat 7;;;;Boskoop;2771HZ;;NL;NL;;FULLY_CORROBORATED;RA000463;28096429;724500A93Z8V1MJK5349
7245007ZOO5A8WYBOJ04;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Marge Beheer Boxtel B.V.;ACTIVE;RA000463;16054371;Besloten Vennootschap;Leenhoflaan 21;;;;Boxtel;5282PW;;NL;Leenhoflaan 21;;;;Boxtel;5282PW;;NL;NL;;FULLY_CORROBORATED;RA000463;16054371;724500A93Z8V1MJK5349
724500GL4NRD5XPCY872;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Duropa B.V.;ACTIVE;RA000463;73961159;Besloten Vennootschap;Raalterstraat 1;;;;Heino;8141RM;;NL;Raalterstraat 1;;;;Heino;8141RM;;NL;NL;;FULLY_CORROBORATED;RA000463;73961159;724500A93Z8V1MJK5349
724500KHBJN401DAEA95;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Raspa Holding B.V.;ACTIVE;RA000463;34088778;Besloten Vennootschap;Dokter W Nijestraat 78;;;;Spaarndam;2064XD;;NL;Dokter W Nijestraat 78;;;;Spaarndam;2064XD;;NL;NL;;FULLY_CORROBORATED;RA000463;34088778;724500A93Z8V1MJK5349
724500TMNQT8F4GZM426;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;MABB B.V.;ACTIVE;RA000463;76662810;Besloten Vennootschap;Drossaardlaan 3;;;;Huizen;1272PP;;NL;Drossaardlaan 3;;;;Huizen;1272PP;;NL;NL;;FULLY_CORROBORATED;RA000463;76662810;724500A93Z8V1MJK5349
724500GWE544VBT4QW04;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Malo B.V.;ACTIVE;RA000463;14088778;Besloten Vennootschap;Molsberg 19;;;;Simpelveld;6369GL;;NL;Molsberg 19;;;;Simpelveld;6369GL;;NL;NL;;FULLY_CORROBORATED;RA000463;14088778;724500A93Z8V1MJK5349
724500GXALG2HN2NBL30;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Thewi Holding B.V.;ACTIVE;RA000463;12034581;Besloten Vennootschap;Meerloseweg 12;;;;Oirlo;5808AM;;NL;Meerloseweg 12;;;;Oirlo;5808AM;;NL;NL;;FULLY_CORROBORATED;RA000463;12034581;724500A93Z8V1MJK5349
724500VNZ1ZWQ7J37Q38;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;R.J. de Rijke Holding B.V.;ACTIVE;RA000463;24405158;Besloten Vennootschap;Vlashagen 8;;;;Rotterdam;3078CP;;NL;Vlashagen 8;;;;Rotterdam;3078CP;;NL;NL;;FULLY_CORROBORATED;RA000463;24405158;724500A93Z8V1MJK5349
7245000ED7DMQ9QZ5Z06;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;S.K. Walker Holding B.V.;ACTIVE;RA000463;34270545;Besloten Vennootschap;Keizersgracht 120C;;;;Amsterdam;1015CW;;NL;Keizersgracht 120C;;;;Amsterdam;1015CW;;NL;NL;;FULLY_CORROBORATED;RA000463;34270545;724500A93Z8V1MJK5349
7245006OGPNJQXR0DL38;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Pecunia Futura B.V.;ACTIVE;RA000463;59119691;Besloten Vennootschap;Glipper Dreef 76;;;;Heemstede;2104WK;;NL;Glipper Dreef 76;;;;Heemstede;2104WK;;NL;NL;;FULLY_CORROBORATED;RA000463;59119691;724500A93Z8V1MJK5349
724500VEYY7DJK2VVR86;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Van der Hulst Maastricht B.V.;ACTIVE;RA000463;14095326;Besloten Vennootschap;Tafelstraat 1;;;;Maastricht;6211JD;;NL;Tafelstraat 1;;;;Maastricht;6211JD;;NL;NL;;FULLY_CORROBORATED;RA000463;14095326;724500A93Z8V1MJK5349
724500HH0XG0BPBNUP61;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Gu Leor B.V.;ACTIVE;RA000463;73304662;Besloten Vennootschap;Acacialaan 43;;;;Doorn;3941JP;;NL;Acacialaan 43;;;;Doorn;3941JP;;NL;NL;;FULLY_CORROBORATED;RA000463;73304662;724500A93Z8V1MJK5349
724500YSH5GE675CYY33;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;S. Walji Aangezichtschirurgie B.V.;ACTIVE;RA000463;62130978;Besloten Vennootschap;John F. Kennedylaan 31;;;;Vught;5263AJ;;NL;John F. Kennedylaan 31;;;;Vught;5263AJ;;NL;NL;;FULLY_CORROBORATED;RA000463;62130978;724500A93Z8V1MJK5349
724500A0RW5Y5K9TQU78;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Briaz Participaties B.V.;ACTIVE;RA000463;09195974;Besloten Vennootschap;Anna van den Vondelstraat 11;;;;Amsterdam;1054GX;;NL;Anna van den Vondelstraat 11;;;;Amsterdam;1054GX;;NL;NL;;FULLY_CORROBORATED;RA000463;09195974;724500A93Z8V1MJK5349
724500E6HWBSRVKCXT19;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Move IT Finance Management B.V.;ACTIVE;RA000463;76488209;Besloten Vennootschap;Oegstgeesterweg 228A;;;;Rijnsburg;2231BE;;NL;Oegstgeesterweg 228A;;;;Rijnsburg;2231BE;;NL;NL;;FULLY_CORROBORATED;RA000463;76488209;724500A93Z8V1MJK5349
72450002SCX7H4ZYU921;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Stille Maatschap Arkink;ACTIVE;RA000463;53488652;Maatschap;Slampsweg 2;;;;Bornerbroek;7627RG;;NL;Slampsweg 2;;;;Bornerbroek;7627RG;;NL;NL;;FULLY_CORROBORATED;RA000463;53488652;724500A93Z8V1MJK5349
724500XA4FBGALC00Y36;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Canores Terrae B.V.;ACTIVE;RA000463;34199253;Besloten Vennootschap;Pybo Steenstrastraat 10;;;;Amsterdam;1086ZE;;NL;Pybo Steenstrastraat 10;;;;Amsterdam;1086ZE;;NL;NL;;FULLY_CORROBORATED;RA000463;34199253;724500A93Z8V1MJK5349
724500HXCEB0L6DTPR21;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Stichting Tellie;ACTIVE;RA000463;76322149;Stichting;Rosmolen 6;;;;de Lutte;7587RP;;NL;Rosmolen 6;;;;de Lutte;7587RP;;NL;NL;;FULLY_CORROBORATED;RA000463;76322149;724500A93Z8V1MJK5349
724500WCA6LMSY580S41;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;BT Uden Beheer B.V.;ACTIVE;RA000463;51919125;Besloten Vennootschap;Merketon 2;;;;Uden;5401LS;;NL;Merketon 2;;;;Uden;5401LS;;NL;NL;;FULLY_CORROBORATED;RA000463;51919125;724500A93Z8V1MJK5349
724500WTYJBL2SO4OU35;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Miadris B.V.;ACTIVE;RA000463;24277211;Besloten Vennootschap;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;NL;;FULLY_CORROBORATED;RA000463;24277211;724500A93Z8V1MJK5349
724500U8QI4QLQ28RE05;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Bahan B.V.;ACTIVE;RA000463;24270598;Besloten Vennootschap;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;NL;;FULLY_CORROBORATED;RA000463;24270598;724500A93Z8V1MJK5349
7245001KPAEQA15MQ439;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Sandris B.V.;ACTIVE;RA000463;24270601;Besloten Vennootschap;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;Karel Doormanweg 4;;;;Schiedam;3115JD;;NL;NL;;FULLY_CORROBORATED;RA000463;24270601;724500A93Z8V1MJK5349
7245008MOQFOYEPAXH55;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Maatschap R.M. van der Sluis en J.A. van der Sluis-Beskers;ACTIVE;RA000463;08220802;Maatschap;Wijheseweg 82;;;;Raalte;8101MD;;NL;Wijheseweg 82;;;;Raalte;8101MD;;NL;NL;;FULLY_CORROBORATED;RA000463;08220802;724500A93Z8V1MJK5349
724500SL7JKRLVNAJT30;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;Cartoceto Holding C.V.;ACTIVE;RA000463;73206334;Commanditaire Vennootschap;Bovenkamp 2;;;;Abcoude;1391LA;;NL;Bovenkamp 2;;;;Abcoude;1391LA;;NL;NL;;FULLY_CORROBORATED;RA000463;73206334;724500A93Z8V1MJK5349
72450019U5OIIRPPPO14;27-12-2022;ISSUED;27-12-2019;27-12-2023;;;;;O. Looije Beheer B.V.;ACTIVE;RA000463;24396605;Besloten Vennootschap;Terbregse Rechter Rottekade 144;;;;Rotterdam;3055XH;;NL;Terbregse Rechter Rottekade 144;;;;Rotterdam;3055XH;;NL;NL;;FULLY_CORROBORATED;RA000463;24396605;724500A93Z8V1MJK5349
724500HAVUWN5JKY1G98;27-12-2022;ISSUED;31-01-2014;27-12-2023;;;;;B.V. Nicomet Tinplate;ACTIVE;RA000463;23070929;Besloten Vennootschap;Jacobus Lipsweg 51;;;;Dordrecht;3316BP;;NL;Jacobus Lipsweg 51;;;;Dordrecht;3316BP;;NL;NL;;FULLY_CORROBORATED;RA000463;23070929;724500A93Z8V1MJK5349
724500NR3I25ECFT5W67;27-12-2022;ISSUED;11-05-2016;27-12-2023;;;;;Verhaak B.V.;ACTIVE;RA000463;17065168;Besloten Vennootschap;Stikker 9;;;;Asten;5721VD;;NL;Stikker 9;;;;Asten;5721VD;;NL;NL;;FULLY_CORROBORATED;RA000463;17065168;724500A93Z8V1MJK5349
724500K0PI6M5PXYU261;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;J. Verburg Pensioen B.V.;ACTIVE;RA000463;30096248;Besloten Vennootschap;Wilhelminaparkflat 12;;;;Zeist;3701BM;;NL;Wilhelminaparkflat 12;;;;Zeist;3701BM;;NL;NL;;FULLY_CORROBORATED;RA000463;30096248;724500A93Z8V1MJK5349
7245004NNA84RTE3P823;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;DOMUSMA B.V.;ACTIVE;RA000463;34382214;Besloten Vennootschap;Solitudolaan 208;;;;Amsterdam;1096DS;;NL;Solitudolaan 208;;;;Amsterdam;1096DS;;NL;NL;;FULLY_CORROBORATED;RA000463;34382214;724500A93Z8V1MJK5349
724500M1CS30EO58FS59;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Steunfonds van de Stichting Protestants Christelijk Onderwijs te Utrecht;ACTIVE;RA000463;41183920;Stichting;Atoomweg 111;;;;Utrecht;3542AB;;NL;Atoomweg 111;;;;Utrecht;3542AB;;NL;NL;;FULLY_CORROBORATED;RA000463;41183920;724500A93Z8V1MJK5349
7245001TJNZ8VMZ0AV75;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting Protestants Christelijk Onderwijs te Utrecht;ACTIVE;RA000463;41179972;Stichting;Grebbeberglaan 9a;;;;Utrecht;3527VX;;NL;Grebbeberglaan 9a;;;;Utrecht;3527VX;;NL;NL;;FULLY_CORROBORATED;RA000463;41179972;724500A93Z8V1MJK5349
724500G10WF3UAE3C194;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Willibrord Stichting voor rk, pc en interconfessioneel voortgezet onderwijs (rk/pc) voor Utrecht en omstreken;ACTIVE;RA000463;30177360;Stichting;Grebbeberglaan 9a;;;;Utrecht;3527VX;;NL;Grebbeberglaan 9a;;;;Utrecht;3527VX;;NL;NL;;FULLY_CORROBORATED;RA000463;30177360;724500A93Z8V1MJK5349
724500T878VPTUUYPK10;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting X5 Participations II;ACTIVE;RA000463;52577198;Stichting;Zuidplein 196;Unit H24;;;Amsterdam;1077XV;;NL;Zuidplein 196;Unit H24;;;Amsterdam;1077XV;;NL;NL;;FULLY_CORROBORATED;RA000463;52577198;724500A93Z8V1MJK5349
7245009KMRYGSFUTFH89;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Unsafe Haven;ACTIVE;RA000463;34249383;Vereniging;Hunzebos 30;;;;Purmerend;1447TX;;NL;Hunzebos 30;;;;Purmerend;1447TX;;NL;NL;;FULLY_CORROBORATED;RA000463;34249383;724500A93Z8V1MJK5349
7245006YGY2D8979KZ82;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Beleggingsstudie Club Tesoro;ACTIVE;RA000463;20103210;Vereniging;Terreplein 92;;;;Geertruidenberg;4931DL;;NL;Terreplein 92;;;;Geertruidenberg;4931DL;;NL;NL;;FULLY_CORROBORATED;RA000463;20103210;724500A93Z8V1MJK5349
724500FIE5LIAVUX0X32;27-12-2022;ISSUED;20-04-2015;27-12-2023;;;;;De Waard Pensioenbeheer B.V.;ACTIVE;RA000463;54669871;Besloten Vennootschap;Van Someren-Downerlaan 102;;;;Oosterhout;4908DZ;;NL;Van Someren-Downerlaan 102;;;;Oosterhout;4908DZ;;NL;NL;;FULLY_CORROBORATED;RA000463;54669871;724500A93Z8V1MJK5349
724500TWBV33T57RIB26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;De Waard Accountancy en Management B.V.;ACTIVE;RA000463;23054490;Besloten Vennootschap;Van Someren-Downerlaan 102;;;;Oosterhout;4908DZ;;NL;Van Someren-Downerlaan 102;;;;Oosterhout;4908DZ;;NL;NL;;FULLY_CORROBORATED;RA000463;23054490;724500A93Z8V1MJK5349
724500VLVRW3YQQ8MR79;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Milvio Management B.V.;ACTIVE;RA000463;34229729;Besloten Vennootschap;Tormentil 7;;;;Heerenveen;8445RP;;NL;Tormentil 7;;;;Heerenveen;8445RP;;NL;NL;;FULLY_CORROBORATED;RA000463;34229729;724500A93Z8V1MJK5349
724500TE1UZPYZ791F32;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Heart of Gold B.V.;ACTIVE;RA000463;29045804;Besloten Vennootschap;Fortunadreef 111;;;;Utrecht;3561EA;;NL;Fortunadreef 111;;;;Utrecht;3561EA;;NL;NL;;FULLY_CORROBORATED;RA000463;29045804;724500A93Z8V1MJK5349
724500RQ5A9EF8A9RQ26;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;van Elswijk Beheer B.V.;ACTIVE;RA000463;24225594;Besloten Vennootschap;Schelpweg 14;;;;Domburg;4357BP;;NL;Schelpweg 14;;;;Domburg;4357BP;;NL;NL;;FULLY_CORROBORATED;RA000463;24225594;724500A93Z8V1MJK5349
724500FUVE638RVRVL73;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Verwoolde Dranken B.V.;ACTIVE;RA000463;30048067;Besloten Vennootschap;Wisselstroom 37;;;;Amstelveen;1181VZ;;NL;Wisselstroom 37;;;;Amstelveen;1181VZ;;NL;NL;;FULLY_CORROBORATED;RA000463;30048067;724500A93Z8V1MJK5349
7245000RV5WVFZJ8Y353;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;IVN, Instituut voor Natuureducatie en duurzaamheid, afdeling Heeze-Leende;ACTIVE;RA000463;40235865;Vereniging;Strabrecht 14;;;;Heeze;5591BP;;NL;Strabrecht 14;;;;Heeze;5591BP;;NL;NL;;FULLY_CORROBORATED;RA000463;40235865;724500A93Z8V1MJK5349
724500R0H4R1NIA7M820;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Tromp Holding B.V.;ACTIVE;RA000463;32051196;Besloten Vennootschap;Soestdijkerstraatweg 1;;;;Hilversum;1213VP;;NL;Soestdijkerstraatweg 1;;;;Hilversum;1213VP;;NL;NL;;FULLY_CORROBORATED;RA000463;32051196;724500A93Z8V1MJK5349
72450008IUDS3KU3FW07;27-12-2022;ISSUED;27-12-2018;27-12-2023;;;;;V.O.F. Wessels-Vetker;ACTIVE;RA000463;06088774;Vennootschap Onder Firma;Ypeloweg 43;;;;Wierden;7642NT;;NL;Ypeloweg 43;;;;Wierden;7642NT;;NL;NL;;FULLY_CORROBORATED;RA000463;06088774;724500A93Z8V1MJK5349
724500TQJ7AIEKOSJ249;27-12-2022;ISSUED;27-12-2018;27-12-2023;;;;;CaSu Beheer B.V.;ACTIVE;RA000463;73351369;Besloten Vennootschap;Hoogeveenseweg 7;;;;Tiendeveen;7936TS;;NL;Hoogeveenseweg 7;;;;Tiendeveen;7936TS;;NL;NL;;FULLY_CORROBORATED;RA000463;73351369;724500A93Z8V1MJK5349
724500P8DJ3D6I0LEK35;27-12-2022;ISSUED;27-12-2018;27-12-2023;;;;;Xelf B.V.;ACTIVE;RA000463;30144640;Besloten Vennootschap;Laag-Nieuwkoop 22;;;;Kockengen;3628GC;;NL;Laag-Nieuwkoop 22;;;;Kockengen;3628GC;;NL;NL;;FULLY_CORROBORATED;RA000463;30144640;724500A93Z8V1MJK5349
7245007E7789Z8ZPOI71;27-12-2022;ISSUED;27-12-2018;27-12-2023;;;;;Veldhof Stamrecht B.V.;ACTIVE;RA000463;08149552;Besloten Vennootschap;Bolscher Landen 39;;;;Bornerbroek;7627NP;;NL;Bolscher Landen 39;;;;Bornerbroek;7627NP;;NL;NL;;FULLY_CORROBORATED;RA000463;08149552;724500A93Z8V1MJK5349
724500M2NNW2H5F4MO63;27-12-2022;ISSUED;27-12-2018;27-12-2023;;;;;Blue Wind B.V.;ACTIVE;RA000463;64679896;Besloten Vennootschap;Boxwoudstraat 1b;;;;Hauwert;1691ER;;NL;Boxwoudstraat 1b;;;;Hauwert;1691ER;;NL;NL;;FULLY_CORROBORATED;RA000463;64679896;724500A93Z8V1MJK5349
7245000AQXVYVY6UH988;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Stichting 't Luykje;ACTIVE;RA000463;67052401;Stichting;Oranjelaan 45;;;;Driebergen-Rijsenburg;3971HD;;NL;Oranjelaan 45;;;;Driebergen-Rijsenburg;3971HD;;NL;NL;;FULLY_CORROBORATED;RA000463;67052401;724500A93Z8V1MJK5349
72450081KFMWXZE6Q911;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;ARMAP B.V.;ACTIVE;RA000463;58571558;Besloten Vennootschap;Julianastraat 22;;;;Harskamp;6732AV;;NL;Julianastraat 22;;;;Harskamp;6732AV;;NL;NL;;FULLY_CORROBORATED;RA000463;58571558;724500A93Z8V1MJK5349
724500JG9IV9U9OP7N24;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;A.M.C. Wammes;ACTIVE;RA000463;37160904;Eenmanszaak;Schelpenbolweg 11;;;;Slootdorp;1774NE;;NL;Schelpenbolweg 11;;;;Slootdorp;1774NE;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;37160904;724500A93Z8V1MJK5349
724500NZPIZAQIONPQ72;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;New Lake 15 B.V.;ACTIVE;RA000463;32120026;Besloten Vennootschap;Naarderweg 49;;;;Blaricum;1261BS;;NL;Naarderweg 49;;;;Blaricum;1261BS;;NL;NL;;FULLY_CORROBORATED;RA000463;32120026;724500A93Z8V1MJK5349
724500B1XH899KC7R223;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;A.M. Meulendijk Beheer B.V.;ACTIVE;RA000463;24403045;Besloten Vennootschap;Raapzaadhof 2;;;;Alblasserdam;2952EG;;NL;Raapzaadhof 2;;;;Alblasserdam;2952EG;;NL;NL;;FULLY_CORROBORATED;RA000463;24403045;724500A93Z8V1MJK5349
7245007AL718YT4C3L16;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;A.J. Rombouts B.V.;ACTIVE;RA000463;20158784;Besloten Vennootschap;Heienlangdonk 12;;;;Breda;4824ED;;NL;Heienlangdonk 12;;;;Breda;4824ED;;NL;NL;;FULLY_CORROBORATED;RA000463;20158784;724500A93Z8V1MJK5349
724500N25N625I97H576;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;A. van den Brink Holding B.V.;ACTIVE;RA000463;08113779;Besloten Vennootschap;Barnseweg 65;;;;Barneveld;3771RN;;NL;Barnseweg 65;;;;Barneveld;3771RN;;NL;NL;;FULLY_CORROBORATED;RA000463;08113779;724500A93Z8V1MJK5349
7245009742LHZ3KE6R85;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Politburo B.V.;ACTIVE;RA000463;34116715;Besloten Vennootschap;Baron G.A. Tindalstraat 25;;;;Amsterdam;1019TS;;NL;Baron G.A. Tindalstraat 25;;;;Amsterdam;1019TS;;NL;NL;;FULLY_CORROBORATED;RA000463;34116715;724500A93Z8V1MJK5349
724500FI49PX3N1ZPR45;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;veehouderijbedrijf J. Rol;ACTIVE;RA000463;32146824;Eenmanszaak;Zwartemeerweg 66;;;;Kraggenburg;8317PD;;NL;Zwartemeerweg 66;;;;Kraggenburg;8317PD;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;32146824;724500A93Z8V1MJK5349
724500A8E73UIVT4TJ37;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;"""De Onderneming""";ACTIVE;RA000463;70309086;Vereniging;Lagedijk 62;;;;Zaandijk;1544BH;;NL;Lagedijk 62;;;;Zaandijk;1544BH;;NL;NL;;FULLY_CORROBORATED;RA000463;70309086;724500A93Z8V1MJK5349
724500XT2DL0W3VICX70;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;WiSoMa B.V.;ACTIVE;RA000463;22029462;Besloten Vennootschap;J. Brasserstraat 11;;;;Middelburg;4333MA;;NL;J. Brasserstraat 11;;;;Middelburg;4333MA;;NL;NL;;FULLY_CORROBORATED;RA000463;22029462;724500A93Z8V1MJK5349
72450092GIEIQJ5V4Q97;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;van Ochten Hypotheekadvies;ACTIVE;RA000463;24396755;Eenmanszaak;Doelweijk 9;;;;Nieuw-Beijerland;3264AC;;NL;Doelweijk 9;;;;Nieuw-Beijerland;3264AC;;NL;NL;SOLE_PROPRIETOR;FULLY_CORROBORATED;RA000463;24396755;724500A93Z8V1MJK5349
724500XUVH8FJZUWYA74;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Steeman / de Groot (Almere) B.V.;ACTIVE;RA000463;39051666;Besloten Vennootschap;Jasmijnstraat 25;;;;Aalsmeer;1431RH;;NL;Jasmijnstraat 25;;;;Aalsmeer;1431RH;;NL;NL;;FULLY_CORROBORATED;RA000463;39051666;724500A93Z8V1MJK5349
724500LGX8792VWC5R49;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Roan B.V.;ACTIVE;RA000463;17055082;Besloten Vennootschap;Hoofdstraat 6C;;;;Best;5683AD;;NL;Hoofdstraat 6C;;;;Best;5683AD;;NL;NL;;FULLY_CORROBORATED;RA000463;17055082;724500A93Z8V1MJK5349
724500KT33HUOW1OYX75;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;schalie-art B.V.;ACTIVE;RA000463;57178852;Besloten Vennootschap;Saerdam 149;;;;Lelystad;8242JD;;NL;Saerdam 149;;;;Lelystad;8242JD;;NL;NL;;FULLY_CORROBORATED;RA000463;57178852;724500A93Z8V1MJK5349
724500Q8XNKGU0BC5144;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;"""De Langekamp"" B.V.";ACTIVE;RA000463;08021044;Besloten Vennootschap;Joppelaan 116;;;;Joppe;7215AJ;;NL;Joppelaan 116;;;;Joppe;7215AJ;;NL;NL;;FULLY_CORROBORATED;RA000463;08021044;724500A93Z8V1MJK5349
724500X6Y16B9JNXKN66;27-12-2022;ISSUED;27-12-2017;27-12-2023;;;;;Oosterhuis Advies B.V.;ACTIVE;RA000463;18076413;Besloten Vennootschap;Hobbemastraat 2;;;;Dongen;5102EB;;NL;Hobbemastraat 2;;;;Dongen;5102EB;;NL;NL;;FULLY_CORROBORATED;RA000463;18076413;724500A93Z8V1MJK5349
